"Time (s)","X (hPa)"
1.670924980E2,1.034577026E3
1.680930550E2,1.034577026E3
1.690936310E2,1.034577789E3
1.700942100E2,1.034579163E3
1.710947840E2,1.034579849E3
1.720953580E2,1.034579849E3
1.730959370E2,1.034577026E3
1.740965100E2,1.034574814E3
1.750970890E2,1.034569168E3
1.760976660E2,1.034558640E3
1.770982410E2,1.034544983E3
